Stations,DireDawa,Ginir,Ameya,DebreWork,Mankush,Debark,Metema,NefasMewcha,Shahura,Alemaya,AwashArba,Gewane,Gambela,Tepi,Maji,Wolaita,Alemteferi,Elidar,Semera,AddisAbabaBoleE,Hosana,Nazeret,SholaGebeya,WolisoGiyon,Ziway,Robe
20010726,22.5,0,-99,-99,0,0.2,6.1,6.8,12,0,-99,0,-99,0.4,-99,14,-99,0,-99,-99,8,0,-99,24,0,0.5
20010727,12.1,0,-99,-99,69.5,4.3,14.9,24.8,3.5,6.1,-99,11.8,-99,9.4,-99,2.6,-99,1.5,-99,-99,2.5,44.3,-99,7.2,0,0
20010728,1.7,0.7,-99,-99,-99,26.1,35.2,35.5,12.8,0,-99,26.5,-99,3.3,-99,32,-99,0,-99,-99,4.7,3.4,-99,2.9,0.6,8.6
20010729,0,0,-99,-99,1.5,53.8,9.6,1.2,3.4,0,-99,0,-99,0,-99,0.6,-99,0,-99,-99,0.1,1.4,-99,5,0,0.9
20010730,2.7,0,-99,-99,2.1,10.8,28.7,7.8,7.6,8.2,-99,3.4,-99,4.5,-99,8.9,-99,0,-99,-99,10,0,-99,59,0,0
20010731,27.8,0,-99,-99,0.9,14.7,2.8,44.4,25.1,51.5,-99,24.5,-99,8.1,-99,8.7,-99,0.6,-99,-99,2.4,15.7,-99,5.5,6.5,1
20010801,35.2,1,-99,-99,13.2,26.9,12.7,30.1,4.4,6.5,-99,0,-99,12.7,-99,37.3,-99,0,-99,-99,15.8,7.3,-99,37.8,39,2.2
20010802,0,0,-99,-99,3.2,5.7,1.2,6.4,2.5,0,-99,0,-99,2.5,-99,3.6,-99,0,-99,-99,0,0,-99,6.3,0,0
20010803,26,0,-99,-99,2,13.5,51.3,20.7,11.2,4.2,-99,10.3,-99,0,-99,0,-99,0,-99,-99,0,12.8,-99,0,0,0
20010804,55,17.5,-99,-99,0.5,18.3,15.4,12,10.7,47.4,-99,0.7,-99,0.2,-99,0.7,-99,2.2,-99,-99,2.8,1.5,-99,0.9,3,0
20010805,0,0,-99,-99,0,37.1,0.5,0.6,3.4,0,-99,0,-99,14.2,-99,0,-99,11.8,-99,-99,5.2,2.8,-99,11.3,6.5,9.3
20010806,0,0,-99,-99,6.6,1.9,6,36.8,35.1,0,-99,0,-99,6.9,-99,0.4,-99,0,-99,-99,0,0,-99,1.5,0,10.7
20010807,16.9,2.3,-99,-99,0,0.8,0.5,12,3.4,29.2,-99,13.7,-99,2,-99,0,-99,0,-99,-99,0,4.5,-99,1.2,0,10.3
20010808,1.3,14.2,-99,-99,36,1.5,15.7,8.5,19,41.8,-99,5.3,-99,28.4,-99,6.7,-99,0,-99,-99,6.7,20.9,-99,2.1,4,3.5
20010809,11.6,0,-99,-99,67.5,10.6,5.8,10.7,34.4,13.5,-99,6.7,-99,0.3,-99,0,-99,0,-99,-99,0,0,-99,4.4,0,0
20010810,0.8,0,-99,-99,0.3,33.3,4.6,16.5,13.7,0,-99,1.5,-99,23.8,-99,0,-99,0,-99,-99,13.5,0,-99,1.1,0,0
20010811,2.8,0,-99,-99,0,5.8,1.4,6.6,1.6,3.1,-99,0,-99,0,-99,6.9,-99,0,-99,-99,0,1.6,-99,0,0,0
20010812,0,0,-99,-99,3.3,30.3,4.2,22.7,0,0.3,-99,0,-99,12.4,-99,4.5,-99,0,-99,-99,1.6,0,-99,0,0,0.5
20010813,29.1,0,-99,-99,13.4,33.7,3,32,2.3,0,-99,4.3,-99,1.7,-99,3.5,-99,23.9,-99,-99,0,0,-99,12.9,0,3.8
20010814,0,0,-99,-99,40,3.4,25.8,1.6,8.2,0,-99,0,-99,0.2,-99,4,-99,0,-99,-99,1.8,1.3,-99,3.3,0,2.5
20010815,2.3,0,-99,-99,0,11.2,43.4,1,1.5,17.6,-99,5.3,-99,3.3,-99,2.8,-99,6.9,-99,-99,13.2,34.6,-99,2.2,13,16
20010816,0,0,-99,-99,0.7,3.2,3.6,2.7,0,0,-99,8.6,-99,2.4,-99,19.7,-99,0,-99,-99,7.1,0,-99,0.9,0,2.1
20010817,0.6,10.8,-99,-99,28,18.8,0.2,16.1,17.7,0,-99,2.5,-99,24.6,-99,14,-99,0,-99,-99,12,4.9,-99,3.3,0.8,0
20010818,0,0,-99,-99,0.3,32.9,3.1,23.5,3,0,-99,0,-99,12.3,-99,0,-99,0,-99,-99,11,0,-99,5.3,0,0
20010819,5.5,0,-99,-99,0,6.6,0.5,0,0,6.2,-99,0,-99,0,-99,23.3,-99,0,-99,-99,0.1,0,-99,0,0,4.4
20010820,5.8,10.2,-99,-99,0,1.8,0.2,2,0.1,0.4,-99,24.2,-99,25.8,-99,3.8,-99,7.1,-99,-99,18.4,21.2,-99,22.2,16.4,12.5
20010821,0,0,-99,-99,24,16.1,7.4,1.3,18.6,0,-99,0,-99,0.3,-99,0,-99,0,-99,-99,1.4,0,-99,0,0,0
20010822,19.8,0,-99,-99,0.2,8.1,11.9,7.2,17,0,-99,0,-99,0.2,-99,0,-99,0,-99,-99,3.5,1.5,-99,2.7,0,0
20010823,0.9,0,-99,-99,6.2,5.9,4.3,22.2,6.1,0,-99,0,-99,1.4,-99,0,-99,0,-99,-99,0,8.4,-99,0,0,0.8
20010824,0,1,-99,-99,0,0.2,0,0,0,0,-99,0,-99,0,-99,11.3,-99,0,-99,-99,0,0,-99,0,0,9.2
20010825,0,0,-99,-99,0,5.8,4.6,0,7.9,0,-99,7.7,-99,22.1,-99,17,-99,0,-99,-99,0,5.3,-99,25.2,21.6,0
20010826,0,0,-99,-99,45.8,6.3,24.5,6.7,4.6,0,-99,0.1,-99,0,-99,40.1,-99,0,-99,-99,14.2,0,-99,2,0,5.3
20010827,9.5,0,-99,-99,0,0,0.7,5.1,20.9,14.1,-99,2.3,-99,6.7,-99,3,-99,0,-99,-99,3.2,5.4,-99,0,1.8,0
20010828,0.7,0,-99,-99,0,22.2,21.4,6.3,5.8,8.8,-99,0.8,-99,36,-99,21.3,-99,0,-99,-99,23,0,-99,6.4,0,2.2
20010829,0,0.3,-99,-99,17.6,1.7,0,14,12.4,0,-99,8.3,-99,0.9,-99,5,-99,0,-99,-99,0.8,0,-99,0.6,0,10
20010830,5.7,0,-99,-99,0.7,9.7,48.4,11.1,67.7,8.3,-99,6.2,-99,0,-99,17.3,-99,0,-99,-99,32.7,11.3,-99,18.6,24.5,4.5
20010831,12,0,-99,-99,0,9.7,2.2,7.7,0.5,16.3,-99,2.5,-99,6.3,-99,6,-99,12.3,-99,-99,0,0,-99,4.2,0,1.4
20010901,0,4.1,-99,-99,0,10.2,5.8,1.4,3.5,0,-99,0,-99,1,-99,12.6,-99,0,-99,-99,0,10.7,-99,8.5,0,3.4
20010902,0,10.7,-99,-99,5.2,0.3,0,9.9,20,0,-99,0,-99,3.5,-99,0.5,-99,0,-99,-99,5.3,0,-99,7.4,0,7.2
20010903,13.3,0,-99,-99,5,0.6,0,0,0.9,1.1,-99,0,-99,0.2,-99,0,-99,0,-99,-99,0,0.6,-99,0,0,4
20010904,2.6,0,-99,-99,2,0.4,12,3.6,2.6,3.1,-99,0,-99,33.9,-99,2.6,-99,0,-99,-99,5.3,0,-99,4,0,0.7
20010905,0,0,-99,-99,1.2,0,0.6,0,0,4.5,-99,0,-99,0,-99,10.2,-99,0,-99,-99,3.2,40.6,-99,5,0,11.2
20010906,3.2,0,-99,-99,0,0.6,24.3,0,2,3,-99,0,-99,1.1,-99,1.6,-99,4.4,-99,-99,0,2.8,-99,10.7,0,0
20010907,6,0,-99,-99,0,0.5,0,0,0,5.6,-99,6.2,-99,1.3,-99,0,-99,27,-99,-99,19.8,0,-99,1.2,2.6,0
20010908,10,0,-99,-99,45.2,0.6,1.7,0,0,0,-99,3.2,-99,2.6,-99,0,-99,0,-99,-99,0.1,0,-99,0,0,0
20010909,11.2,0.7,-99,-99,0,0,0,6.4,17.9,5.5,-99,0,-99,14.8,-99,0.7,-99,0,-99,-99,4.3,5.6,-99,6.5,1.2,4.9
20010910,4.5,3.9,-99,-99,0.7,0.1,20,0.4,7.6,3.7,-99,0,-99,12.5,-99,0,-99,4.9,-99,-99,2.8,0,-99,0,0,0
20010911,0,0,-99,-99,28.3,0,1.5,0,6.2,0,-99,0,-99,0,-99,0,-99,6.9,-99,-99,0,1.7,-99,3.8,3.4,0
20010912,2.5,0,-99,-99,0.4,0.8,0.2,2.9,7,0,-99,0,-99,18,-99,0.1,-99,0,-99,-99,0.5,0,-99,3.9,6,0
20010913,0,0,-99,-99,0,0,0.1,0,0,0,-99,0,-99,9.2,-99,0,-99,0,-99,-99,9.2,6.7,-99,9.9,3,1.2
20010914,18.7,0,-99,-99,21.5,0,0,2.8,6.6,17,-99,0,-99,2.9,-99,0,-99,0,-99,-99,0.3,10,-99,0.3,18.5,6.2
20010915,0,0,-99,-99,0,13.9,14.4,7.5,27.6,0.8,-99,0,-99,8.7,-99,0.7,-99,0,-99,-99,0.9,2.8,-99,11.1,3.2,1.8
20010916,0.5,7.9,-99,-99,4.7,6.6,0,2.5,0,2.3,-99,0.5,-99,11.8,-99,10.3,-99,20.4,-99,-99,4.4,26,-99,26.8,14.5,1.7
20010917,0,2.9,-99,-99,1.1,0.3,0,0.3,5.1,7.5,-99,0,-99,20.1,-99,14.3,-99,0,-99,-99,12.4,0,-99,0,0,8.9
20010918,0,3.3,-99,-99,52,0.5,2.5,2.3,2.7,0,-99,0,-99,7.3,-99,0,-99,20.2,-99,-99,10.2,0,-99,0,2.2,27
20010919,2.4,0,-99,-99,0,0,0,0,0.2,0.5,-99,0,-99,0,-99,3.2,-99,0,-99,-99,0,0.3,-99,0,0,3.7
20010920,0,21.6,-99,-99,18.8,7.3,1.9,0,0.3,0,-99,0,-99,6.1,-99,0,-99,0,-99,-99,0,0,-99,0,0,8.4
20010921,0,12.6,-99,-99,0,0.5,5.5,0,0,0,-99,0,-99,1.9,-99,13.4,-99,0,-99,-99,0.3,0,-99,2.2,0,9.3
20010922,0,6.3,-99,-99,11.4,0.2,0,0.3,1.4,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,8.4
20010923,0,5,-99,-99,0,0,0,0,0,0,-99,0,-99,0.1,-99,0,-99,0,-99,-99,0,0,-99,0,0,0.5
20010924,0,0,-99,-99,0,0,0,2.4,0,0,-99,0,-99,0.3,-99,0.2,-99,0,-99,-99,0,0,-99,0,0,5.1
20010925,0,0,-99,-99,1.8,0.1,0,0,2.6,0,-99,0,-99,27,-99,5.7,-99,0,-99,-99,0.2,0,-99,0,0,6.8
20010926,0,2,-99,-99,0,0,13.1,1,4.6,0,-99,0,-99,0,-99,0.7,-99,0,-99,-99,1.3,0,-99,5.2,0,0
20010927,0,6.7,-99,-99,5.8,4,0,0,17.3,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0.5
20010928,0,0.6,-99,-99,15.8,2,23.2,0.6,9.2,0,-99,0,-99,15.9,-99,0,-99,0,-99,-99,0,0,-99,0,0,0.5
20010929,0,9.7,-99,-99,0.4,0,0,0,0,0,-99,0,-99,14.5,-99,3.3,-99,0,-99,-99,0,0,-99,0,0,0.6
20010930,0,16.5,-99,-99,3.8,0.5,11.7,0,0,0,-99,0,-99,1.9,-99,33.1,-99,0,-99,-99,21.3,0,-99,3.3,0,1.8
20011001,0,21.5,-99,-99,0.1,2.5,1.6,0,0,0,-99,0,-99,1.9,-99,0.9,-99,0,-99,-99,6.3,1.7,-99,11.4,0.1,0.2
20011002,0,1.8,-99,-99,0.2,0,3.2,0.5,0,0,-99,0,-99,0,-99,4.4,-99,0,-99,-99,1.2,0,-99,0,0,1.2
20011003,0,5.9,-99,-99,6.3,0,0,0,0,0,-99,0,-99,0.4,-99,0.9,-99,0,-99,-99,0,0,-99,0,0,3.2
20011004,0,8.5,-99,-99,0,0,1.2,0,0,0,-99,0,-99,0,-99,1.4,-99,0,-99,-99,0,0,-99,0,0,5.4
20011005,0,0,-99,-99,0,5.9,0,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011006,0,3.7,-99,-99,0,0,2.6,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,1.2,0,-99,0,0,0
20011007,0,5,-99,-99,7.3,0,0,1.4,0.7,0.4,-99,0,-99,12.1,-99,0.9,-99,0,-99,-99,1.3,0,-99,10.5,0,1.1
20011008,0,0.4,-99,-99,25,0.8,0,0,0.1,0,-99,0,-99,2.4,-99,1.2,-99,0,-99,-99,2.2,0,-99,0.3,0,0.5
20011009,0.8,7.6,-99,-99,0,0.5,0,0,5.8,0,-99,0,-99,0.4,-99,0,-99,0,-99,-99,0,0,-99,0,0,0.7
20011010,0,59,-99,-99,0,1.2,0,0,8.7,0,-99,0,-99,0.6,-99,2.6,-99,0,-99,-99,0,0,-99,0,0,0.5
20011011,0,1.9,-99,-99,29.7,3.3,4.6,0,5.2,0,-99,0,-99,1.3,-99,1.2,-99,0,-99,-99,0,0,-99,0,0,8
20011012,0,1.5,-99,-99,0,0,0,0,0,0,-99,0,-99,10.2,-99,0.4,-99,0,-99,-99,1.7,0,-99,0,0,0
20011013,0,0,-99,-99,0,6,0,1.2,0,0,-99,0,-99,11,-99,9.7,-99,0,-99,-99,0,0,-99,0,0,0
20011014,0,15,-99,-99,8.2,0,0,0,0,0.4,-99,0,-99,4.4,-99,1.1,-99,0,-99,-99,0,0,-99,0,0,3.2
20011015,0,5.9,-99,-99,11.9,0,0,0,0,12.2,-99,0.8,-99,1.4,-99,1.6,-99,8,-99,-99,1,0,-99,0,0,1.6
20011016,1.1,0,-99,-99,5.8,0,1.6,0,2.1,0,-99,0,-99,1.5,-99,1.5,-99,0,-99,-99,0,0,-99,0,0,5.8
20011017,0,1.3,-99,-99,0,0,4.7,0,0,0,-99,0,-99,4.1,-99,4.7,-99,0,-99,-99,26.8,0,-99,7.4,0,3.8
20011018,0,7.1,-99,-99,0.2,33.6,0,0.2,4.7,0,-99,0,-99,1.6,-99,2.8,-99,0,-99,-99,5,0,-99,0,0,4.1
20011019,0,17.9,-99,-99,0,0.1,0,3.3,0.5,0,-99,0,-99,4.4,-99,30,-99,0,-99,-99,0.8,0,-99,0,0,0
20011020,0,1.3,-99,-99,0,0,0,0,0,0,-99,0,-99,1.7,-99,7.1,-99,0,-99,-99,0,0,-99,0,0,7.5
20011021,1.2,0.3,-99,-99,0,0,0,2.9,0.7,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0.3,0,-99,0,0,1
20011022,0,0,-99,-99,0.7,1.8,0,0,0,0,-99,0,-99,0,-99,0,-99,5.1,-99,-99,0,0,-99,0,0,9.2
20011023,0,8.3,-99,-99,17.9,0,0,0,0,0,-99,0,-99,15,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011024,0,0,-99,-99,0.2,0.1,0,0,0.3,0.4,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0.4
20011025,11.9,0,-99,-99,0,0,0,0,0,0.3,-99,0,-99,2.8,-99,25.3,-99,0,-99,-99,12.1,0,-99,2.3,0,0.3
20011026,0.8,2.7,-99,-99,6.2,0,3.4,0,10.3,0.2,-99,0,-99,3.4,-99,36.3,-99,0,-99,-99,2.1,0,-99,0,0,6.6
20011027,0,0,-99,-99,0,0,0,0,0.4,0,-99,0,-99,5.8,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011028,0,0,-99,-99,0,0.1,0,0,0,0,-99,0,-99,2.7,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011029,0,0,-99,-99,60,0,0,0,11.6,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011030,0,0,-99,-99,0.3,0,0,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011031,0,6,-99,-99,8.6,0,0.1,0,0.4,11,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,2.5
20011101,0,0,-99,-99,0,0,0.1,0,0,0,-99,0,-99,0,-99,0.2,-99,0,-99,-99,0,0,-99,0,0,10.7
20011102,0,0,-99,-99,0,0.1,0,0,0,0,-99,0,-99,1.4,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011103,0,1.8,-99,-99,0,0,0,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011104,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011105,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,0.3,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011106,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011107,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011108,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,8.8,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011109,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011110,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011111,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,2.5,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011112,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,0.9,-99,24.6,-99,0,-99,-99,0,0,-99,0,0,0
20011113,0,4.2,-99,-99,0,0,0,0,0,0,-99,0,-99,2.8,-99,9.1,-99,0,-99,-99,0,0,-99,0,0,0
20011114,0,0,-99,-99,0,0,0,0.1,0,0,-99,0,-99,12.2,-99,0,-99,0,-99,-99,0,0,-99,0,0,0.2
20011115,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,1.7,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011116,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,2.7,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011117,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011118,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011119,4.7,3.5,-99,-99,0,0,0,0.3,0,0,-99,0,-99,4.8,-99,8.3,-99,0,-99,-99,4.7,0,-99,6.3,0,0
20011120,0,2.8,-99,-99,0,1.5,0,1.7,0,0,-99,0,-99,0.1,-99,1.6,-99,0,-99,-99,0,0,-99,0,0,10.4
20011121,0,0,-99,-99,0,3.6,0,0,0,0,-99,0,-99,3.1,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011122,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,0.3,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011123,0,4.7,-99,-99,0,0,0,0,0,0,-99,0,-99,1.9,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011124,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,5.4
20011125,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011126,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011127,0,0,-99,-99,0,0,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011128,0,0,-99,-99,0,0,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011129,0,0,-99,-99,0,0,-99,0,0,0,-99,0,-99,0.9,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011130,0,0,-99,-99,0,0,-99,0,0,0,-99,0,-99,3,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011201,0,0,-99,-99,0,0,-99,0,0,-99,-99,0,-99,2.2,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011202,0,0,-99,-99,0,0,-99,0,0,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011203,0,0,-99,-99,0,0,-99,0,0,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011204,0,0,-99,-99,0,0,-99,0,0,-99,-99,0,-99,2.2,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011205,0,0,-99,-99,0,0,-99,0,0,-99,-99,0,-99,8.7,-99,8.2,-99,0,-99,-99,0,0,-99,0,0,0.3
20011206,0,0,-99,-99,0,0,-99,0,11.2,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,1.8,0
20011207,0,8.3,-99,-99,0,3.5,-99,2,0,-99,-99,8.3,-99,4.1,-99,0,-99,0,-99,-99,5.5,0,-99,0,0,0
20011208,6,1.3,-99,-99,0,0,-99,0,0,-99,-99,3.7,-99,13.9,-99,27.1,-99,0,-99,-99,0,6.3,-99,0,0,6.2
20011209,0,0,-99,-99,0,0,-99,0,0,-99,-99,0,-99,0,-99,2.4,-99,0,-99,-99,0,0,-99,0,0,0
20011210,0,0,-99,-99,0,0,0,0,0,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011211,0,12.3,-99,-99,0,0,0,0,0,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0.7
20011212,0,0.6,-99,-99,0,0,0,0,0,-99,-99,0,-99,8.9,-99,0.4,-99,0,-99,-99,0,0,-99,0,0,0
20011213,0,0,-99,-99,0,0,0,0,0,-99,-99,0,-99,1.5,-99,4.2,-99,0,-99,-99,0,0.3,-99,0,0,0
20011214,0,0,-99,-99,0,0,0,0,0,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011215,0,0,-99,-99,0,0,0,0,0,-99,-99,0,-99,1.9,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011216,0,0,-99,-99,0,0,0,0,0,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011217,0,0,-99,-99,0,0,0,0,0,-99,-99,0,-99,0.5,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011218,0,0,-99,-99,0,0,0,0,0,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011219,0,0,-99,-99,0,0,0,0,0,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011220,0,0,-99,-99,0,0,0,0,0,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011221,0,0,-99,-99,0,0,0,0,0,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011222,0,0,-99,-99,0,0,0,0,0,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011223,0,0,-99,-99,0,0,0,0,0,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011224,0,0,-99,-99,0,0,0,0,0,-99,-99,0,-99,1.9,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011225,0,0,-99,-99,0,0,0,0,0,-99,-99,0,-99,3.4,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011226,0,0,-99,-99,0,0,0,0,0,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011227,0,0,-99,-99,0,0,0,1,0,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011228,0,0,-99,-99,0,0,0,0.7,0,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011229,0,0,-99,-99,0,0,0,0,0,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011230,0,0,-99,-99,0,0,0,0,0,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20011231,0,0,-99,-99,0,0,0,2.2,0,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20020101,0,0.8,-99,-99,0,0,0,0.4,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,2.1,-99,3.6,0,0.2
20020102,5,14.6,-99,-99,0,0,0,0,0,2.6,-99,0,-99,0,-99,1.2,-99,4.4,-99,-99,14.7,3.5,-99,2.1,10,0
20020103,13.9,8.6,-99,-99,0,0,0,0,0,2,-99,2.6,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,3.8
20020104,12.7,10.8,-99,-99,0,0,0,0,0,6.2,-99,2,-99,6.4,-99,10.6,-99,0,-99,-99,0,0,-99,0,0,8.3
20020105,3.2,9.7,-99,-99,0,0,0,3.2,0,4.7,-99,0,-99,3.6,-99,0.6,-99,0,-99,-99,22.7,14.8,-99,1.8,0,15.2
20020106,0,0,-99,-99,0,0,0,0.8,0,2.4,-99,10.4,-99,0.3,-99,0,-99,0,-99,-99,6,0,-99,0,1,0
20020107,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,6.8,-99,4.1,-99,0,-99,-99,2.8,0,-99,0,0,0
20020108,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,4.8,-99,7.4,-99,0,-99,-99,0,0,-99,0,0,0
20020109,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20020110,0,0,-99,-99,0,0,0,0.6,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0.7,0,0
20020111,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,6.2,-99,0,-99,0,-99,-99,29.6,0,-99,15.6,0.8,0
20020112,0,0,-99,-99,0,0,0,24.5,0,0,-99,0,-99,10.1,-99,1.4,-99,0,-99,-99,7.5,0.5,-99,0.8,0.2,0
20020113,0,0,-99,-99,0,0,0,2.3,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,2.1
20020114,0,0,-99,-99,0,0,0,9.4,0,0,-99,0,-99,0.4,-99,10.7,-99,0,-99,-99,0,0,-99,0,0,0
20020115,0,0,-99,-99,0,0,0,0.7,0,0,-99,0,-99,0,-99,11.8,-99,0,-99,-99,0,0,-99,0,0,0
20020116,0,0,-99,-99,0,0,0,9.1,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20020117,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20020118,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
20020119,0,0,-99,-99,0,0,0,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
